"OCCURRENCEID","EVENTDATE","LOCALITY","LATITUDE","LONGITUDE","SAMPLINGPROTOCOL...6","SAMPLINGEFFORT...7","SAMPLESIZEVALUE","SAMPLESIZEUNIT","DATATYPE","SAMPLINGEFFORT...11","INATID","WORMSID","KINGDOM","PHYLUM","CLASS","ORDER","FAMILY","GENUS","SPECIFICEPITHET","INFRASPECIFICEPITHET","VERNACULARNAME","TAXONREMARKS","ORGANISMQUANTITY","ORGANISMQUANTITYTYPE","SEX","LIFESTAGE","RECORDEDBY","OCCURRENCEREMARKS","WATERTEMPERATURE","WATERTEMPERATUREUNIT","WATERTEMPERATUREREMARKS","WATERVISIBILITY","WATERVISIBILITYUNIT","DIVETYPE","CLOUD","CLOUDUNIT","DEPTH","DEPTHUNIT","SWELL","SWELLUNIT","FIELDOFVIEW","FIELDOFVIEWUNIT","SURFACELUX","SURFACELUXUNIT","WINDDIRECTION","WINDSPEED","WINDSPEEDUNIT","PROFILE","PROFILEUNIT","BAITTYPE","TIMEOFFIRSTSIGHTING","TIMEOFMAXN","DAY","MONTH","YEAR","SPECIES_SCIENTIFIC","OWNER"
2372,2020-01-02 10:40:00,"Long Beach","-34.18732","18.42858",NA,NA,NA,NA,"UVC",70,102104,217645,"Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","HAPLOBLEPHARUS","PICTUS",NA,"DARK SHYSHARK",NA,"S","SFMA count",NA,NA,"Silvia Dorado-Banacloche",NA,"17","C",NA,5,"m","freedive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02","01","2020","HAPLOBLEPHARUS PICTUS","CAPERADD"
2373,2020-01-02 10:40:00,"Long Beach","-34.18732","18.42858",NA,NA,NA,NA,"UVC",70,102101,217646,"Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","HAPLOBLEPHARUS","EDWARDSII",NA,"PUFFADDER SHYSHARK",NA,"S","SFMA count",NA,NA,"Silvia Dorado-Banacloche",NA,"17","C",NA,5,"m","freedive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02","01","2020","HAPLOBLEPHARUS EDWARDSII","CAPERADD"
2374,2020-01-02 10:40:00,"Long Beach","-34.18732","18.42858",NA,NA,NA,NA,"UVC",70,110143,217649,"Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","PORODERMA","AFRICANUM",NA,"PYJAMA SHARK",NA,"M","SFMA count",NA,NA,"Silvia Dorado-Banacloche",NA,"17","C",NA,5,"m","freedive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"02","01","2020","PORODERMA AFRICANUM","CAPERADD"
2384,2020-01-03 14:15:00,"Long Beach","-34.18732","18.42858",NA,NA,NA,NA,"UVC",60,102101,217646,"Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","HAPLOBLEPHARUS","EDWARDSII",NA,"PUFFADDER SHYSHARK",NA,"S","SFMA count",NA,NA,"Leonardo Micheli",NA,"19","C",NA,5,"m","snorkel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03","01","2020","HAPLOBLEPHARUS EDWARDSII","CAPERADD"
2392,2020-01-03 14:15:00,"Long Beach","-34.18732","18.42858",NA,NA,NA,NA,"UVC",60,102101,217646,"Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","HAPLOBLEPHARUS","EDWARDSII",NA,"PUFFADDER SHYSHARK",NA,"S","SFMA count",NA,NA,"Nadia Andreani",NA,"19","C",NA,5,"m","snorkel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"03","01","2020","HAPLOBLEPHARUS EDWARDSII","CAPERADD"
2553,2020-01-26 10:30:00,"Long Beach","-34.18732","18.42858",NA,NA,NA,NA,"UVC",NA,102101,217646,"Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","HAPLOBLEPHARUS","EDWARDSII",NA,"PUFFADDER SHYSHARK",NA,"F","SFMA count",NA,NA,"Chris Jacobs",NA,NA,NA,NA,NA,NA,"snorkel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26","01","2020","HAPLOBLEPHARUS EDWARDSII","CAPERADD"
2557,2020-01-26 10:30:00,"Long Beach","-34.18732","18.42858",NA,NA,NA,NA,"UVC",NA,102102,217644,"Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","HAPLOBLEPHARUS","FUSCUS",NA,"BROWN SHYSHARK",NA,"F","SFMA count",NA,NA,"Deborah & Mike",NA,NA,NA,NA,NA,NA,"snorkel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26","01","2020","HAPLOBLEPHARUS FUSCUS","CAPERADD"
2561,2020-01-26 10:30:00,"Long Beach","-34.18732","18.42858",NA,NA,NA,NA,"UVC",NA,102104,217645,"Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","HAPLOBLEPHARUS","PICTUS",NA,"DARK SHYSHARK",NA,"S","SFMA count",NA,NA,"Patrick Peterson",NA,NA,NA,NA,NA,NA,"snorkel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26","01","2020","HAPLOBLEPHARUS PICTUS","CAPERADD"
2562,2020-01-26 10:30:00,"Long Beach","-34.18732","18.42858",NA,NA,NA,NA,"UVC",NA,102101,217646,"Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","HAPLOBLEPHARUS","EDWARDSII",NA,"PUFFADDER SHYSHARK",NA,"S","SFMA count",NA,NA,"Patrick Peterson",NA,NA,NA,NA,NA,NA,"snorkel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26","01","2020","HAPLOBLEPHARUS EDWARDSII","CAPERADD"
2570,2020-01-26 10:30:00,"Long Beach","-34.18732","18.42858",NA,NA,NA,NA,"UVC",NA,102101,217646,"Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","HAPLOBLEPHARUS","EDWARDSII",NA,"PUFFADDER SHYSHARK",NA,"F","SFMA count",NA,NA,"Priyank Jaiswal",NA,NA,NA,NA,NA,NA,"snorkel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26","01","2020","HAPLOBLEPHARUS EDWARDSII","CAPERADD"
2521,2020-01-31 14:30:00,"Long Beach","-34.18732","18.42858",NA,NA,NA,NA,"UVC",60,102101,217646,"Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","HAPLOBLEPHARUS","EDWARDSII",NA,"PUFFADDER SHYSHARK",NA,"S","SFMA count",NA,NA,"Clayton Mead",NA,"17","C",NA,5,"m","snorkel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31","01","2020","HAPLOBLEPHARUS EDWARDSII","CAPERADD"
2522,2020-01-31 14:30:00,"Long Beach","-34.18732","18.42858",NA,NA,NA,NA,"UVC",60,110143,217649,"Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","PORODERMA","AFRICANUM",NA,"PYJAMA SHARK",NA,"S","SFMA count",NA,NA,"Clayton Mead",NA,"17","C",NA,5,"m","snorkel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31","01","2020","PORODERMA AFRICANUM","CAPERADD"
2531,2020-01-31 14:30:00,"Long Beach","-34.18732","18.42858",NA,NA,NA,NA,"UVC",60,102104,217645,"Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","HAPLOBLEPHARUS","PICTUS",NA,"DARK SHYSHARK",NA,"S","SFMA count",NA,NA,"Zuhairah Dindar",NA,"17","C",NA,5,"m","freedive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31","01","2020","HAPLOBLEPHARUS PICTUS","CAPERADD"
2532,2020-01-31 14:30:00,"Long Beach","-34.18732","18.42858",NA,NA,NA,NA,"UVC",60,110143,217649,"Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","PORODERMA","AFRICANUM",NA,"PYJAMA SHARK",NA,"F","SFMA count",NA,NA,"Zuhairah Dindar",NA,"17","C",NA,5,"m","freedive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31","01","2020","PORODERMA AFRICANUM","CAPERADD"
2542,2020-01-31 14:30:00,"Long Beach","-34.18732","18.42858",NA,NA,NA,NA,"UVC",60,102102,217644,"Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","HAPLOBLEPHARUS","FUSCUS",NA,"BROWN SHYSHARK",NA,"S","SFMA count",NA,NA,"Sergio Solis",NA,"17","C",NA,5,"m","freedive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31","01","2020","HAPLOBLEPHARUS FUSCUS","CAPERADD"
2543,2020-01-31 14:30:00,"Long Beach","-34.18732","18.42858",NA,NA,NA,NA,"UVC",60,110143,217649,"Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","PORODERMA","AFRICANUM",NA,"PYJAMA SHARK",NA,"F","SFMA count",NA,NA,"Sergio Solis",NA,"17","C",NA,5,"m","freedive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31","01","2020","PORODERMA AFRICANUM","CAPERADD"
2510,2020-02-04 15:18:00,"Long Beach","-34.18732","18.42858",NA,NA,NA,NA,"UVC",45,110144,217650,"Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","PORODERMA","PANTHERINUM",NA,"LEOPARD CATSHARK",NA,"S","SFMA count",NA,NA,"Brian Fritzsche",NA,"17","C",NA,7,"m","snorkel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04","02","2020","PORODERMA PANTHERINUM","CAPERADD"
2511,2020-02-04 15:18:00,"Long Beach","-34.18732","18.42858",NA,NA,NA,NA,"UVC",45,102101,217646,"Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","HAPLOBLEPHARUS","EDWARDSII",NA,"PUFFADDER SHYSHARK",NA,"S","SFMA count",NA,NA,"Brian Fritzsche",NA,"17","C",NA,7,"m","snorkel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04","02","2020","HAPLOBLEPHARUS EDWARDSII","CAPERADD"
2498,2020-02-05 14:25:00,"Long Beach","-34.18732","18.42858",NA,NA,NA,NA,"UVC",65,102101,217646,"Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","HAPLOBLEPHARUS","EDWARDSII",NA,"PUFFADDER SHYSHARK",NA,"S","SFMA count",NA,NA,"Yan Wang",NA,"17","C",NA,4,"m","snorkel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05","02","2020","HAPLOBLEPHARUS EDWARDSII","CAPERADD"
2499,2020-02-05 14:25:00,"Long Beach","-34.18732","18.42858",NA,NA,NA,NA,"UVC",65,110143,217649,"Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Scyliorhinidae","PORODERMA","AFRICANUM",NA,"PYJAMA SHARK",NA,"F","SFMA count",NA,NA,"Yan Wang",NA,"17","C",NA,4,"m","snorkel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05","02","2020","PORODERMA AFRICANUM","CAPERADD"
