"DATE","LOCATION","ZONE...3","ZONE...4","TIME IN","TIME OUT","TOTAL SURVEY TIME","SPOT TIME","LATITUDE","LONGITUDE","DATATYPE","SPECIES_COMMON","SPECIES_SCIENTIFIC","OTHER SPECIES OF NOTE","SEX","TAGGED","NOTES","PICTURE","VIDEO","ADDITIONALNOTES","SHARKLIFE","DATA ENTRY BY:","CREW MEMBERS","DAY","MONTH","YEAR","OWNER","SITENUMBER","MAXN","WAYPOINT","CURRENT (KM/H)","CURRENT DIRECTION","DEPTH","SST","BST","SWELL (M)","VISABILITY (M)","SUBSTRATE TYPE","DEPLOYMENT TIME","RETRIEVAL TIME","SOAK TIME","VIDEO FOLDER REFERENCE","BOAT WAYPOINT","BOTTOM TEMP","REEF NAME","VIDEO REFERENCE","...15","CLOUD COVER (%)"
"05.11.2020",NA,NA,NA,NA,NA,NA,NA,-27.523207,32.689655,"BRUV","WHITE-SPOTTED WEDGEFISH","RHYNCHOBATUS DJIDDENSIS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,2020,"SHARKLIFE","013",0,NA,NA,NA,16,24.3,NA,1.3,12,"Reef",1899-12-31 07:59:00,1899-12-31 09:22:00,1899-12-31 01:23:00,NA,NA,NA,"Whitetip Cave","013_05.11.2020_BRUV_WTC",NA,NA
"05.11.2020",NA,NA,NA,NA,NA,NA,NA,-27.523207,32.689655,"BRUV","HUMANS WHALER SHARK","CARCHARHINUS HUMANI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,2020,"SHARKLIFE","013",0,NA,NA,NA,16,24.3,NA,1.3,12,"Reef",1899-12-31 07:59:00,1899-12-31 09:22:00,1899-12-31 01:23:00,NA,NA,NA,"Whitetip Cave","013_05.11.2020_BRUV_WTC",NA,NA
"05.11.2020",NA,NA,NA,NA,NA,NA,NA,-27.523207,32.689655,"BRUV","GREY REEF SHARK","CARCHARHINUS AMBLYRHYNCHOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,2020,"SHARKLIFE","013",0,NA,NA,NA,16,24.3,NA,1.3,12,"Reef",1899-12-31 07:59:00,1899-12-31 09:22:00,1899-12-31 01:23:00,NA,NA,NA,"Whitetip Cave","013_05.11.2020_BRUV_WTC",NA,NA
"05.11.2020",NA,NA,NA,NA,NA,NA,NA,-27.523207,32.689655,"BRUV","WHITETIP REEF SHARK","TRIAENODON OBESUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,2020,"SHARKLIFE","013",0,NA,NA,NA,16,24.3,NA,1.3,12,"Reef",1899-12-31 07:59:00,1899-12-31 09:22:00,1899-12-31 01:23:00,NA,NA,NA,"Whitetip Cave","013_05.11.2020_BRUV_WTC",NA,NA
"05.11.2020",NA,NA,NA,NA,NA,NA,NA,-27.523207,32.689655,"BRUV","COMMON BLACKTIP","CARCHARHINUS LIMBATUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,2020,"SHARKLIFE","013",0,NA,NA,NA,16,24.3,NA,1.3,12,"Reef",1899-12-31 07:59:00,1899-12-31 09:22:00,1899-12-31 01:23:00,NA,NA,NA,"Whitetip Cave","013_05.11.2020_BRUV_WTC",NA,NA
"05.11.2020",NA,NA,NA,NA,NA,NA,NA,-27.523207,32.689655,"BRUV","BULL SHARK","CARCHARHINUS LEUCAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,2020,"SHARKLIFE","013",0,NA,NA,NA,16,24.3,NA,1.3,12,"Reef",1899-12-31 07:59:00,1899-12-31 09:22:00,1899-12-31 01:23:00,NA,NA,NA,"Whitetip Cave","013_05.11.2020_BRUV_WTC",NA,NA
"05.11.2020",NA,NA,NA,NA,NA,NA,NA,-27.523207,32.689655,"BRUV","RETICULATE WHIPRAY","HIMANTURA UARNAK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,2020,"SHARKLIFE","013",0,NA,NA,NA,16,24.3,NA,1.3,12,"Reef",1899-12-31 07:59:00,1899-12-31 09:22:00,1899-12-31 01:23:00,NA,NA,NA,"Whitetip Cave","013_05.11.2020_BRUV_WTC",NA,NA
"05.11.2020",NA,NA,NA,NA,NA,NA,NA,-27.523207,32.689655,"BRUV","HONEYCOMB WHIPRAY","HIMANTURA UNDULATA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,2020,"SHARKLIFE","013",0,NA,NA,NA,16,24.3,NA,1.3,12,"Reef",1899-12-31 07:59:00,1899-12-31 09:22:00,1899-12-31 01:23:00,NA,NA,NA,"Whitetip Cave","013_05.11.2020_BRUV_WTC",NA,NA
"05.11.2020",NA,NA,NA,NA,NA,NA,NA,-27.523207,32.689655,"BRUV","LEOPARD WHIPRAY","HIMANTURA LEOPARDA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,2020,"SHARKLIFE","013",0,NA,NA,NA,16,24.3,NA,1.3,12,"Reef",1899-12-31 07:59:00,1899-12-31 09:22:00,1899-12-31 01:23:00,NA,NA,NA,"Whitetip Cave","013_05.11.2020_BRUV_WTC",NA,NA
"05.11.2020",NA,NA,NA,NA,NA,NA,NA,-27.523207,32.689655,"BRUV","ROUND RIBBIONTAIL RAY","TAENIURA MEYENI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,2020,"SHARKLIFE","013",0,NA,NA,NA,16,24.3,NA,1.3,12,"Reef",1899-12-31 07:59:00,1899-12-31 09:22:00,1899-12-31 01:23:00,NA,NA,NA,"Whitetip Cave","013_05.11.2020_BRUV_WTC",NA,NA
"05.11.2020",NA,NA,NA,NA,NA,NA,NA,-27.519018,32.692684,"BRUV","SNAGGLETOOTH WEASEL SHARK","HEMIPRISTIS ELONGATA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,2020,"SHARKLIFE","014",0,NA,NA,NA,20,24.3,NA,1.3,15,"Reef",1899-12-31 08:51:00,1899-12-31 10:02:00,1899-12-31 01:11:00,NA,NA,NA,"Whitetip Cave","014_05.11.2020_BRUV_WTC",NA,NA
"05.11.2020",NA,NA,NA,NA,NA,NA,NA,-27.519018,32.692684,"BRUV","SPOTTED RAGGED TOOTH","CARCHARIAS TAURUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,2020,"SHARKLIFE","014",0,NA,NA,NA,20,24.3,NA,1.3,15,"Reef",1899-12-31 08:51:00,1899-12-31 10:02:00,1899-12-31 01:11:00,NA,NA,NA,"Whitetip Cave","014_05.11.2020_BRUV_WTC",NA,NA
"05.11.2020",NA,NA,NA,NA,NA,NA,NA,-27.519018,32.692684,"BRUV","TIGER SHARK","GALEOCERDO CUVIER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,2020,"SHARKLIFE","014",0,NA,NA,NA,20,24.3,NA,1.3,15,"Reef",1899-12-31 08:51:00,1899-12-31 10:02:00,1899-12-31 01:11:00,NA,NA,NA,"Whitetip Cave","014_05.11.2020_BRUV_WTC",NA,NA
"05.11.2020",NA,NA,NA,NA,NA,NA,NA,-27.519018,32.692684,"BRUV","WHITE-SPOTTED WEDGEFISH","RHYNCHOBATUS DJIDDENSIS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,2020,"SHARKLIFE","014",0,NA,NA,NA,20,24.3,NA,1.3,15,"Reef",1899-12-31 08:51:00,1899-12-31 10:02:00,1899-12-31 01:11:00,NA,NA,NA,"Whitetip Cave","014_05.11.2020_BRUV_WTC",NA,NA
"05.11.2020",NA,NA,NA,NA,NA,NA,NA,-27.519018,32.692684,"BRUV","HUMANS WHALER SHARK","CARCHARHINUS HUMANI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,2020,"SHARKLIFE","014",0,NA,NA,NA,20,24.3,NA,1.3,15,"Reef",1899-12-31 08:51:00,1899-12-31 10:02:00,1899-12-31 01:11:00,NA,NA,NA,"Whitetip Cave","014_05.11.2020_BRUV_WTC",NA,NA
"05.11.2020",NA,NA,NA,NA,NA,NA,NA,-27.519018,32.692684,"BRUV","GREY REEF SHARK","CARCHARHINUS AMBLYRHYNCHOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,2020,"SHARKLIFE","014",0,NA,NA,NA,20,24.3,NA,1.3,15,"Reef",1899-12-31 08:51:00,1899-12-31 10:02:00,1899-12-31 01:11:00,NA,NA,NA,"Whitetip Cave","014_05.11.2020_BRUV_WTC",NA,NA
"05.11.2020",NA,NA,NA,NA,NA,NA,NA,-27.519018,32.692684,"BRUV","WHITETIP REEF SHARK","TRIAENODON OBESUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,2020,"SHARKLIFE","014",0,NA,NA,NA,20,24.3,NA,1.3,15,"Reef",1899-12-31 08:51:00,1899-12-31 10:02:00,1899-12-31 01:11:00,NA,NA,NA,"Whitetip Cave","014_05.11.2020_BRUV_WTC",NA,NA
"05.11.2020",NA,NA,NA,NA,NA,NA,NA,-27.519018,32.692684,"BRUV","COMMON BLACKTIP","CARCHARHINUS LIMBATUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,2020,"SHARKLIFE","014",0,NA,NA,NA,20,24.3,NA,1.3,15,"Reef",1899-12-31 08:51:00,1899-12-31 10:02:00,1899-12-31 01:11:00,NA,NA,NA,"Whitetip Cave","014_05.11.2020_BRUV_WTC",NA,NA
"05.11.2020",NA,NA,NA,NA,NA,NA,NA,-27.519018,32.692684,"BRUV","BULL SHARK","CARCHARHINUS LEUCAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,2020,"SHARKLIFE","014",1,NA,NA,NA,20,24.3,NA,1.3,15,"Reef",1899-12-31 08:51:00,1899-12-31 10:02:00,1899-12-31 01:11:00,NA,NA,NA,"Whitetip Cave","014_05.11.2020_BRUV_WTC",NA,NA
"05.11.2020",NA,NA,NA,NA,NA,NA,NA,-27.519018,32.692684,"BRUV","RETICULATE WHIPRAY","HIMANTURA UARNAK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,2020,"SHARKLIFE","014",0,NA,NA,NA,20,24.3,NA,1.3,15,"Reef",1899-12-31 08:51:00,1899-12-31 10:02:00,1899-12-31 01:11:00,NA,NA,NA,"Whitetip Cave","014_05.11.2020_BRUV_WTC",NA,NA
"05.11.2020",NA,NA,NA,NA,NA,NA,NA,-27.519018,32.692684,"BRUV","HONEYCOMB WHIPRAY","HIMANTURA UNDULATA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,2020,"SHARKLIFE","014",0,NA,NA,NA,20,24.3,NA,1.3,15,"Reef",1899-12-31 08:51:00,1899-12-31 10:02:00,1899-12-31 01:11:00,NA,NA,NA,"Whitetip Cave","014_05.11.2020_BRUV_WTC",NA,NA
"05.11.2020",NA,NA,NA,NA,NA,NA,NA,-27.519018,32.692684,"BRUV","LEOPARD WHIPRAY","HIMANTURA LEOPARDA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,2020,"SHARKLIFE","014",0,NA,NA,NA,20,24.3,NA,1.3,15,"Reef",1899-12-31 08:51:00,1899-12-31 10:02:00,1899-12-31 01:11:00,NA,NA,NA,"Whitetip Cave","014_05.11.2020_BRUV_WTC",NA,NA
"05.11.2020",NA,NA,NA,NA,NA,NA,NA,-27.519018,32.692684,"BRUV","ROUND RIBBIONTAIL RAY","TAENIURA MEYENI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,2020,"SHARKLIFE","014",0,NA,NA,NA,20,24.3,NA,1.3,15,"Reef",1899-12-31 08:51:00,1899-12-31 10:02:00,1899-12-31 01:11:00,NA,NA,NA,"Whitetip Cave","014_05.11.2020_BRUV_WTC",NA,NA
"05.11.2020",NA,NA,NA,NA,NA,NA,NA,-27.521681,32.692532,"BRUV","SNAGGLETOOTH WEASEL SHARK","HEMIPRISTIS ELONGATA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,2020,"SHARKLIFE","015",0,NA,NA,NA,24.6,24.3,NA,1.3,15,"Reef",1899-12-31 09:14:00,1899-12-31 10:20:00,1899-12-31 01:06:00,NA,NA,NA,"Whitetip Cave","015_05.11.2020_BRUV_WTC",NA,NA
"05.11.2020",NA,NA,NA,NA,NA,NA,NA,-27.521681,32.692532,"BRUV","SPOTTED RAGGED TOOTH","CARCHARIAS TAURUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,2020,"SHARKLIFE","015",0,NA,NA,NA,24.6,24.3,NA,1.3,15,"Reef",1899-12-31 09:14:00,1899-12-31 10:20:00,1899-12-31 01:06:00,NA,NA,NA,"Whitetip Cave","015_05.11.2020_BRUV_WTC",NA,NA
"05.11.2020",NA,NA,NA,NA,NA,NA,NA,-27.521681,32.692532,"BRUV","TIGER SHARK","GALEOCERDO CUVIER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,2020,"SHARKLIFE","015",0,NA,NA,NA,24.6,24.3,NA,1.3,15,"Reef",1899-12-31 09:14:00,1899-12-31 10:20:00,1899-12-31 01:06:00,NA,NA,NA,"Whitetip Cave","015_05.11.2020_BRUV_WTC",NA,NA
"05.11.2020",NA,NA,NA,NA,NA,NA,NA,-27.521681,32.692532,"BRUV","WHITE-SPOTTED WEDGEFISH","RHYNCHOBATUS DJIDDENSIS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,2020,"SHARKLIFE","015",0,NA,NA,NA,24.6,24.3,NA,1.3,15,"Reef",1899-12-31 09:14:00,1899-12-31 10:20:00,1899-12-31 01:06:00,NA,NA,NA,"Whitetip Cave","015_05.11.2020_BRUV_WTC",NA,NA
"05.11.2020",NA,NA,NA,NA,NA,NA,NA,-27.521681,32.692532,"BRUV","HUMANS WHALER SHARK","CARCHARHINUS HUMANI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,2020,"SHARKLIFE","015",0,NA,NA,NA,24.6,24.3,NA,1.3,15,"Reef",1899-12-31 09:14:00,1899-12-31 10:20:00,1899-12-31 01:06:00,NA,NA,NA,"Whitetip Cave","015_05.11.2020_BRUV_WTC",NA,NA
"05.11.2020",NA,NA,NA,NA,NA,NA,NA,-27.521681,32.692532,"BRUV","GREY REEF SHARK","CARCHARHINUS AMBLYRHYNCHOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,2020,"SHARKLIFE","015",0,NA,NA,NA,24.6,24.3,NA,1.3,15,"Reef",1899-12-31 09:14:00,1899-12-31 10:20:00,1899-12-31 01:06:00,NA,NA,NA,"Whitetip Cave","015_05.11.2020_BRUV_WTC",NA,NA
"05.11.2020",NA,NA,NA,NA,NA,NA,NA,-27.521681,32.692532,"BRUV","WHITETIP REEF SHARK","TRIAENODON OBESUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,2020,"SHARKLIFE","015",0,NA,NA,NA,24.6,24.3,NA,1.3,15,"Reef",1899-12-31 09:14:00,1899-12-31 10:20:00,1899-12-31 01:06:00,NA,NA,NA,"Whitetip Cave","015_05.11.2020_BRUV_WTC",NA,NA
"05.11.2020",NA,NA,NA,NA,NA,NA,NA,-27.521681,32.692532,"BRUV","COMMON BLACKTIP","CARCHARHINUS LIMBATUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,2020,"SHARKLIFE","015",0,NA,NA,NA,24.6,24.3,NA,1.3,15,"Reef",1899-12-31 09:14:00,1899-12-31 10:20:00,1899-12-31 01:06:00,NA,NA,NA,"Whitetip Cave","015_05.11.2020_BRUV_WTC",NA,NA
"05.11.2020",NA,NA,NA,NA,NA,NA,NA,-27.521681,32.692532,"BRUV","BULL SHARK","CARCHARHINUS LEUCAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,2020,"SHARKLIFE","015",0,NA,NA,NA,24.6,24.3,NA,1.3,15,"Reef",1899-12-31 09:14:00,1899-12-31 10:20:00,1899-12-31 01:06:00,NA,NA,NA,"Whitetip Cave","015_05.11.2020_BRUV_WTC",NA,NA
"05.11.2020",NA,NA,NA,NA,NA,NA,NA,-27.521681,32.692532,"BRUV","RETICULATE WHIPRAY","HIMANTURA UARNAK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,2020,"SHARKLIFE","015",0,NA,NA,NA,24.6,24.3,NA,1.3,15,"Reef",1899-12-31 09:14:00,1899-12-31 10:20:00,1899-12-31 01:06:00,NA,NA,NA,"Whitetip Cave","015_05.11.2020_BRUV_WTC",NA,NA
"05.11.2020",NA,NA,NA,NA,NA,NA,NA,-27.521681,32.692532,"BRUV","HONEYCOMB WHIPRAY","HIMANTURA UNDULATA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,2020,"SHARKLIFE","015",0,NA,NA,NA,24.6,24.3,NA,1.3,15,"Reef",1899-12-31 09:14:00,1899-12-31 10:20:00,1899-12-31 01:06:00,NA,NA,NA,"Whitetip Cave","015_05.11.2020_BRUV_WTC",NA,NA
"05.11.2020",NA,NA,NA,NA,NA,NA,NA,-27.521681,32.692532,"BRUV","LEOPARD WHIPRAY","HIMANTURA LEOPARDA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,2020,"SHARKLIFE","015",0,NA,NA,NA,24.6,24.3,NA,1.3,15,"Reef",1899-12-31 09:14:00,1899-12-31 10:20:00,1899-12-31 01:06:00,NA,NA,NA,"Whitetip Cave","015_05.11.2020_BRUV_WTC",NA,NA
"05.11.2020",NA,NA,NA,NA,NA,NA,NA,-27.521681,32.692532,"BRUV","ROUND RIBBIONTAIL RAY","TAENIURA MEYENI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,2020,"SHARKLIFE","015",0,NA,NA,NA,24.6,24.3,NA,1.3,15,"Reef",1899-12-31 09:14:00,1899-12-31 10:20:00,1899-12-31 01:06:00,NA,NA,NA,"Whitetip Cave","015_05.11.2020_BRUV_WTC",NA,NA
"05.11.2020",NA,NA,NA,NA,NA,NA,NA,-27.52459,32.692764,"BRUV","SNAGGLETOOTH WEASEL SHARK","HEMIPRISTIS ELONGATA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,2020,"SHARKLIFE","016",0,NA,NA,NA,30,24.3,NA,1.3,15,"Reef",1899-12-31 09:34:00,1899-12-31 10:38:00,1899-12-31 01:04:00,NA,NA,NA,"Whitetip Cave","016_05.11.2020_BRUV_WTC",NA,NA
"05.11.2020",NA,NA,NA,NA,NA,NA,NA,-27.52459,32.692764,"BRUV","SPOTTED RAGGED TOOTH","CARCHARIAS TAURUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,2020,"SHARKLIFE","016",0,NA,NA,NA,30,24.3,NA,1.3,15,"Reef",1899-12-31 09:34:00,1899-12-31 10:38:00,1899-12-31 01:04:00,NA,NA,NA,"Whitetip Cave","016_05.11.2020_BRUV_WTC",NA,NA
"05.11.2020",NA,NA,NA,NA,NA,NA,NA,-27.52459,32.692764,"BRUV","TIGER SHARK","GALEOCERDO CUVIER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,2020,"SHARKLIFE","016",0,NA,NA,NA,30,24.3,NA,1.3,15,"Reef",1899-12-31 09:34:00,1899-12-31 10:38:00,1899-12-31 01:04:00,NA,NA,NA,"Whitetip Cave","016_05.11.2020_BRUV_WTC",NA,NA
"05.11.2020",NA,NA,NA,NA,NA,NA,NA,-27.52459,32.692764,"BRUV","WHITE-SPOTTED WEDGEFISH","RHYNCHOBATUS DJIDDENSIS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,2020,"SHARKLIFE","016",0,NA,NA,NA,30,24.3,NA,1.3,15,"Reef",1899-12-31 09:34:00,1899-12-31 10:38:00,1899-12-31 01:04:00,NA,NA,NA,"Whitetip Cave","016_05.11.2020_BRUV_WTC",NA,NA
"05.11.2020",NA,NA,NA,NA,NA,NA,NA,-27.52459,32.692764,"BRUV","HUMANS WHALER SHARK","CARCHARHINUS HUMANI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,2020,"SHARKLIFE","016",0,NA,NA,NA,30,24.3,NA,1.3,15,"Reef",1899-12-31 09:34:00,1899-12-31 10:38:00,1899-12-31 01:04:00,NA,NA,NA,"Whitetip Cave","016_05.11.2020_BRUV_WTC",NA,NA
"05.11.2020",NA,NA,NA,NA,NA,NA,NA,-27.52459,32.692764,"BRUV","GREY REEF SHARK","CARCHARHINUS AMBLYRHYNCHOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,2020,"SHARKLIFE","016",0,NA,NA,NA,30,24.3,NA,1.3,15,"Reef",1899-12-31 09:34:00,1899-12-31 10:38:00,1899-12-31 01:04:00,NA,NA,NA,"Whitetip Cave","016_05.11.2020_BRUV_WTC",NA,NA
"05.11.2020",NA,NA,NA,NA,NA,NA,NA,-27.52459,32.692764,"BRUV","WHITETIP REEF SHARK","TRIAENODON OBESUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,2020,"SHARKLIFE","016",0,NA,NA,NA,30,24.3,NA,1.3,15,"Reef",1899-12-31 09:34:00,1899-12-31 10:38:00,1899-12-31 01:04:00,NA,NA,NA,"Whitetip Cave","016_05.11.2020_BRUV_WTC",NA,NA
"05.11.2020",NA,NA,NA,NA,NA,NA,NA,-27.52459,32.692764,"BRUV","COMMON BLACKTIP","CARCHARHINUS LIMBATUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,2020,"SHARKLIFE","016",0,NA,NA,NA,30,24.3,NA,1.3,15,"Reef",1899-12-31 09:34:00,1899-12-31 10:38:00,1899-12-31 01:04:00,NA,NA,NA,"Whitetip Cave","016_05.11.2020_BRUV_WTC",NA,NA
"05.11.2020",NA,NA,NA,NA,NA,NA,NA,-27.52459,32.692764,"BRUV","BULL SHARK","CARCHARHINUS LEUCAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,2020,"SHARKLIFE","016",0,NA,NA,NA,30,24.3,NA,1.3,15,"Reef",1899-12-31 09:34:00,1899-12-31 10:38:00,1899-12-31 01:04:00,NA,NA,NA,"Whitetip Cave","016_05.11.2020_BRUV_WTC",NA,NA
"05.11.2020",NA,NA,NA,NA,NA,NA,NA,-27.52459,32.692764,"BRUV","RETICULATE WHIPRAY","HIMANTURA UARNAK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,2020,"SHARKLIFE","016",0,NA,NA,NA,30,24.3,NA,1.3,15,"Reef",1899-12-31 09:34:00,1899-12-31 10:38:00,1899-12-31 01:04:00,NA,NA,NA,"Whitetip Cave","016_05.11.2020_BRUV_WTC",NA,NA
"05.11.2020",NA,NA,NA,NA,NA,NA,NA,-27.52459,32.692764,"BRUV","HONEYCOMB WHIPRAY","HIMANTURA UNDULATA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,2020,"SHARKLIFE","016",0,NA,NA,NA,30,24.3,NA,1.3,15,"Reef",1899-12-31 09:34:00,1899-12-31 10:38:00,1899-12-31 01:04:00,NA,NA,NA,"Whitetip Cave","016_05.11.2020_BRUV_WTC",NA,NA
"05.11.2020",NA,NA,NA,NA,NA,NA,NA,-27.52459,32.692764,"BRUV","LEOPARD WHIPRAY","HIMANTURA LEOPARDA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,2020,"SHARKLIFE","016",0,NA,NA,NA,30,24.3,NA,1.3,15,"Reef",1899-12-31 09:34:00,1899-12-31 10:38:00,1899-12-31 01:04:00,NA,NA,NA,"Whitetip Cave","016_05.11.2020_BRUV_WTC",NA,NA
"05.11.2020",NA,NA,NA,NA,NA,NA,NA,-27.52459,32.692764,"BRUV","ROUND RIBBIONTAIL RAY","TAENIURA MEYENI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,2020,"SHARKLIFE","016",0,NA,NA,NA,30,24.3,NA,1.3,15,"Reef",1899-12-31 09:34:00,1899-12-31 10:38:00,1899-12-31 01:04:00,NA,NA,NA,"Whitetip Cave","016_05.11.2020_BRUV_WTC",NA,NA
"08.11.2020",NA,NA,NA,NA,NA,NA,NA,-27.50897,32.692028,"BRUV","SNAGGLETOOTH WEASEL SHARK","HEMIPRISTIS ELONGATA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11,2020,"SHARKLIFE","017",0,NA,NA,NA,24,24.9,NA,0.7,13,"Sand",1899-12-31 07:43:00,1899-12-31 08:58:00,1899-12-31 01:15:00,NA,NA,NA,"3M","017_08.11.2020_BRUV_3M",NA,NA
"08.11.2020",NA,NA,NA,NA,NA,NA,NA,-27.50897,32.692028,"BRUV","SPOTTED RAGGED TOOTH","CARCHARIAS TAURUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11,2020,"SHARKLIFE","017",0,NA,NA,NA,24,24.9,NA,0.7,13,"Sand",1899-12-31 07:43:00,1899-12-31 08:58:00,1899-12-31 01:15:00,NA,NA,NA,"3M","017_08.11.2020_BRUV_3M",NA,NA
"08.11.2020",NA,NA,NA,NA,NA,NA,NA,-27.50897,32.692028,"BRUV","TIGER SHARK","GALEOCERDO CUVIER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11,2020,"SHARKLIFE","017",0,NA,NA,NA,24,24.9,NA,0.7,13,"Sand",1899-12-31 07:43:00,1899-12-31 08:58:00,1899-12-31 01:15:00,NA,NA,NA,"3M","017_08.11.2020_BRUV_3M",NA,NA
"08.11.2020",NA,NA,NA,NA,NA,NA,NA,-27.50897,32.692028,"BRUV","WHITE-SPOTTED WEDGEFISH","RHYNCHOBATUS DJIDDENSIS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11,2020,"SHARKLIFE","017",0,NA,NA,NA,24,24.9,NA,0.7,13,"Sand",1899-12-31 07:43:00,1899-12-31 08:58:00,1899-12-31 01:15:00,NA,NA,NA,"3M","017_08.11.2020_BRUV_3M",NA,NA
"08.11.2020",NA,NA,NA,NA,NA,NA,NA,-27.50897,32.692028,"BRUV","HUMANS WHALER SHARK","CARCHARHINUS HUMANI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11,2020,"SHARKLIFE","017",1,NA,NA,NA,24,24.9,NA,0.7,13,"Sand",1899-12-31 07:43:00,1899-12-31 08:58:00,1899-12-31 01:15:00,NA,NA,NA,"3M","017_08.11.2020_BRUV_3M",NA,NA
"08.11.2020",NA,NA,NA,NA,NA,NA,NA,-27.50897,32.692028,"BRUV","GREY REEF SHARK","CARCHARHINUS AMBLYRHYNCHOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11,2020,"SHARKLIFE","017",0,NA,NA,NA,24,24.9,NA,0.7,13,"Sand",1899-12-31 07:43:00,1899-12-31 08:58:00,1899-12-31 01:15:00,NA,NA,NA,"3M","017_08.11.2020_BRUV_3M",NA,NA
"08.11.2020",NA,NA,NA,NA,NA,NA,NA,-27.50897,32.692028,"BRUV","WHITETIP REEF SHARK","TRIAENODON OBESUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11,2020,"SHARKLIFE","017",0,NA,NA,NA,24,24.9,NA,0.7,13,"Sand",1899-12-31 07:43:00,1899-12-31 08:58:00,1899-12-31 01:15:00,NA,NA,NA,"3M","017_08.11.2020_BRUV_3M",NA,NA
"08.11.2020",NA,NA,NA,NA,NA,NA,NA,-27.50897,32.692028,"BRUV","COMMON BLACKTIP","CARCHARHINUS LIMBATUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11,2020,"SHARKLIFE","017",0,NA,NA,NA,24,24.9,NA,0.7,13,"Sand",1899-12-31 07:43:00,1899-12-31 08:58:00,1899-12-31 01:15:00,NA,NA,NA,"3M","017_08.11.2020_BRUV_3M",NA,NA
