"SHARKNAME","SHARKSEX_TRACKNUMBER","DATE","TIME","BOAT","LATITUDE","LONGITUDE","HABITAT_TYPE","OWNER","DATATYPE","DAY","MONTH","YEAR","SPECIES_COMMON","SPECIES_SCIENTIFIC"
"PAUL","WSM5 T4",2013-05-24,1899-12-31 12:00:00,NA,-34.69221,19.41036,"ISLR3","TOWNER","ACOUSTICTAG","24","05","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T4",2013-05-24,1899-12-31 12:10:00,NA,-34.69261,19.41343,"ISLR3","TOWNER","ACOUSTICTAG","24","05","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T4",2013-05-24,1899-12-31 12:15:00,NA,-34.69198,19.4149,"ISLR3","TOWNER","ACOUSTICTAG","24","05","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T4",2013-05-24,1899-12-31 12:20:00,NA,-34.6912,19.4168,"ISLR3","TOWNER","ACOUSTICTAG","24","05","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T4",2013-05-24,1899-12-31 12:25:00,NA,-34.69128,19.41645,"ISLR3","TOWNER","ACOUSTICTAG","24","05","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T4",2013-05-24,1899-12-31 12:30:00,NA,-34.69188,19.41463,"ISLR3","TOWNER","ACOUSTICTAG","24","05","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T4",2013-05-24,1899-12-31 12:35:00,NA,-34.69187,19.41237,"ISLR3","TOWNER","ACOUSTICTAG","24","05","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T4",2013-05-24,1899-12-31 12:40:00,NA,-34.69229,19.41024,"ISLR3","TOWNER","ACOUSTICTAG","24","05","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T4",2013-05-24,1899-12-31 12:45:00,NA,-34.69316,19.40735,"ISLR3","TOWNER","ACOUSTICTAG","24","05","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T4",2013-05-24,1899-12-31 12:50:00,NA,-34.69345,19.4044,"ISLR2","TOWNER","ACOUSTICTAG","24","05","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T4",2013-05-24,1899-12-31 12:55:00,NA,-34.69327,19.40303,"ISLR2","TOWNER","ACOUSTICTAG","24","05","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T4",2013-05-24,1899-12-31 13:00:00,NA,-34.69354,19.40182,"ISLR2","TOWNER","ACOUSTICTAG","24","05","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T4",2013-05-24,1899-12-31 13:05:00,NA,-34.69378,19.39946,"ISLR2","TOWNER","ACOUSTICTAG","24","05","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T4",2013-05-24,1899-12-31 13:10:00,NA,-34.69405,19.39843,"ISLR2","TOWNER","ACOUSTICTAG","24","05","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T4",2013-05-24,1899-12-31 13:15:00,NA,-34.69212,19.40114,"ISLR2","TOWNER","ACOUSTICTAG","24","05","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T4",2013-05-24,1899-12-31 14:15:00,NA,-34.69445,19.39903,"ISLR2","TOWNER","ACOUSTICTAG","24","05","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T4",2013-05-24,1899-12-31 14:25:00,NA,-34.69355,19.40066,"ISLR2","TOWNER","ACOUSTICTAG","24","05","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T4",2013-05-24,1899-12-31 14:35:00,NA,-34.69386,19.40001,"ISLR2","TOWNER","ACOUSTICTAG","24","05","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T4",2013-05-24,1899-12-31 14:55:00,NA,-34.6931,19.40311,"ISLR2","TOWNER","ACOUSTICTAG","24","05","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T4",2013-05-24,1899-12-31 15:00:00,NA,-34.69303,19.40233,"ISLR2","TOWNER","ACOUSTICTAG","24","05","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T4",2013-05-24,1899-12-31 15:05:00,NA,-34.69203,19.39985,"ISLR2","TOWNER","ACOUSTICTAG","24","05","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T4",2013-05-24,1899-12-31 15:35:00,NA,-34.69304,19.40352,"ISLR2","TOWNER","ACOUSTICTAG","24","05","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T4",2013-05-24,1899-12-31 15:40:00,NA,-34.69343,19.40117,"ISLR2","TOWNER","ACOUSTICTAG","24","05","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T5",2013-06-06,1899-12-31 10:40:00,NA,-34.6968,19.39466,"ISLR2","TOWNER","ACOUSTICTAG","06","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T5",2013-06-06,1899-12-31 10:50:00,NA,-34.69781,19.3985,"ISLR2","TOWNER","ACOUSTICTAG","06","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T5",2013-06-06,1899-12-31 11:00:00,NA,-34.69929,19.39957,"ISLR2","TOWNER","ACOUSTICTAG","06","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T5",2013-06-06,1899-12-31 11:10:00,NA,-34.70017,19.40062,"ISLR2","TOWNER","ACOUSTICTAG","06","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T5",2013-06-06,1899-12-31 11:25:00,NA,-34.70015,19.4029,"ISLR2","TOWNER","ACOUSTICTAG","06","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T5",2013-06-06,1899-12-31 11:30:00,NA,-34.70012,19.40327,"ISLR2","TOWNER","ACOUSTICTAG","06","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T5",2013-06-06,1899-12-31 11:35:00,NA,-34.69964,19.40378,"ISLR2","TOWNER","ACOUSTICTAG","06","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T5",2013-06-06,1899-12-31 11:40:00,NA,-34.69903,19.40492,"ISLR2","TOWNER","ACOUSTICTAG","06","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T5",2013-06-06,1899-12-31 11:45:00,NA,-34.69894,19.40504,"ISLR2","TOWNER","ACOUSTICTAG","06","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T5",2013-06-06,1899-12-31 11:50:00,NA,-34.69818,19.40609,"ISLR2","TOWNER","ACOUSTICTAG","06","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T5",2013-06-06,1899-12-31 11:55:00,NA,-34.69753,19.40642,"ISLR2","TOWNER","ACOUSTICTAG","06","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T5",2013-06-06,1899-12-31 12:00:00,NA,-34.69721,19.40668,"ISLR2","TOWNER","ACOUSTICTAG","06","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T5",2013-06-06,1899-12-31 12:05:00,NA,-34.69725,19.40675,"ISLR2","TOWNER","ACOUSTICTAG","06","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T5",2013-06-06,1899-12-31 12:10:00,NA,-34.69651,19.40787,"ISLR2","TOWNER","ACOUSTICTAG","06","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T5",2013-06-06,1899-12-31 12:15:00,NA,-34.69654,19.40843,"ISLR2","TOWNER","ACOUSTICTAG","06","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T5",2013-06-06,1899-12-31 12:20:00,NA,-34.69609,19.40867,"ISLR2","TOWNER","ACOUSTICTAG","06","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T5",2013-06-06,1899-12-31 12:25:00,NA,-34.69639,19.4088,"ISLR2","TOWNER","ACOUSTICTAG","06","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T5",2013-06-06,1899-12-31 12:30:00,NA,-34.69568,19.40878,"ISLR2","TOWNER","ACOUSTICTAG","06","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T5",2013-06-06,1899-12-31 12:35:00,NA,-34.69544,19.40864,"ISLR2","TOWNER","ACOUSTICTAG","06","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T5",2013-06-06,1899-12-31 12:40:00,NA,-34.69545,19.40739,"ISLR2","TOWNER","ACOUSTICTAG","06","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T5",2013-06-06,1899-12-31 12:45:00,NA,-34.69447,19.40664,"ISLR2","TOWNER","ACOUSTICTAG","06","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T5",2013-06-06,1899-12-31 12:50:00,NA,-34.69542,19.4064,"ISLR2","TOWNER","ACOUSTICTAG","06","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T5",2013-06-06,1899-12-31 12:55:00,NA,-34.69562,19.4064,"ISLR2","TOWNER","ACOUSTICTAG","06","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T5",2013-06-06,1899-12-31 13:00:00,NA,-34.6963,19.40716,"ISLR2","TOWNER","ACOUSTICTAG","06","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T5",2013-06-06,1899-12-31 13:05:00,NA,-34.69658,19.4072,"ISLR2","TOWNER","ACOUSTICTAG","06","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T5",2013-06-06,1899-12-31 13:10:00,NA,-34.69665,19.40646,"ISLR2","TOWNER","ACOUSTICTAG","06","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T5",2013-06-06,1899-12-31 13:15:00,NA,-34.6969,19.40627,"ISLR2","TOWNER","ACOUSTICTAG","06","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T5",2013-06-06,1899-12-31 13:20:00,NA,-34.69679,19.40601,"ISLR2","TOWNER","ACOUSTICTAG","06","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T5",2013-06-06,1899-12-31 13:25:00,NA,-34.6965,19.40557,"ISLR2","TOWNER","ACOUSTICTAG","06","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T5",2013-06-06,1899-12-31 13:30:00,NA,-34.69619,19.40527,"ISLR2","TOWNER","ACOUSTICTAG","06","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T5",2013-06-06,1899-12-31 13:35:00,NA,-34.69637,19.4051,"ISLR2","TOWNER","ACOUSTICTAG","06","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T5",2013-06-06,1899-12-31 13:40:00,NA,-34.69661,19.40488,"ISLR2","TOWNER","ACOUSTICTAG","06","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T5",2013-06-06,1899-12-31 13:45:00,NA,-34.69675,19.40476,"ISLR2","TOWNER","ACOUSTICTAG","06","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T5",2013-06-06,1899-12-31 13:50:00,NA,-34.69581,19.40475,"ISLR2","TOWNER","ACOUSTICTAG","06","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T5",2013-06-06,1899-12-31 13:55:00,NA,-34.69563,19.40461,"ISLR2","TOWNER","ACOUSTICTAG","06","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T5",2013-06-06,1899-12-31 14:00:00,NA,-34.69521,19.40463,"ISLR2","TOWNER","ACOUSTICTAG","06","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T5",2013-06-06,1899-12-31 14:05:00,NA,-34.69462,19.4043,"ISLR2","TOWNER","ACOUSTICTAG","06","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T5",2013-06-06,1899-12-31 14:10:00,NA,-34.6948,19.40331,"ISLR2","TOWNER","ACOUSTICTAG","06","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T5",2013-06-06,1899-12-31 14:15:00,NA,-34.69466,19.40331,"ISLR2","TOWNER","ACOUSTICTAG","06","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T5",2013-06-06,1899-12-31 14:20:00,NA,-34.69432,19.40457,"ISLR2","TOWNER","ACOUSTICTAG","06","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T5",2013-06-06,1899-12-31 14:25:00,NA,-34.69419,19.40492,"ISLR2","TOWNER","ACOUSTICTAG","06","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T5",2013-06-06,1899-12-31 14:30:00,NA,-34.69403,19.40651,"ISLR2","TOWNER","ACOUSTICTAG","06","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T5",2013-06-06,1899-12-31 14:35:00,NA,-34.69383,19.4056,"ISLR2","TOWNER","ACOUSTICTAG","06","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T5",2013-06-06,1899-12-31 14:40:00,NA,-34.69334,19.40541,"ISLR2","TOWNER","ACOUSTICTAG","06","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T5",2013-06-06,1899-12-31 14:45:00,NA,-34.69317,19.40523,"ISLR2","TOWNER","ACOUSTICTAG","06","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T6",2013-06-11,1899-12-31 11:25:00,NA,-34.69794,19.3962,"ISLR2","TOWNER","ACOUSTICTAG","11","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T6",2013-06-11,1899-12-31 11:30:00,NA,-34.69616,19.39473,"ISLR2","TOWNER","ACOUSTICTAG","11","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T6",2013-06-11,1899-12-31 11:35:00,NA,-34.69577,19.39414,"ISLR2","TOWNER","ACOUSTICTAG","11","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T6",2013-06-11,1899-12-31 11:40:00,NA,-34.69561,19.39375,"ISLR2","TOWNER","ACOUSTICTAG","11","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T6",2013-06-11,1899-12-31 11:45:00,NA,-34.69479,19.39273,"ISLR2","TOWNER","ACOUSTICTAG","11","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T6",2013-06-11,1899-12-31 11:50:00,NA,-34.69391,19.39124,"ISLR2","TOWNER","ACOUSTICTAG","11","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T6",2013-06-11,1899-12-31 11:55:00,NA,-34.69282,19.39135,"ISLR2","TOWNER","ACOUSTICTAG","11","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T6",2013-06-11,1899-12-31 12:00:00,NA,-34.69169,19.39096,"ISLR2","TOWNER","ACOUSTICTAG","11","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T6",2013-06-11,1899-12-31 12:05:00,NA,-34.69096,19.39106,"ISLR2","TOWNER","ACOUSTICTAG","11","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T6",2013-06-11,1899-12-31 12:15:00,NA,-34.6902,19.39181,"ISLR2","TOWNER","ACOUSTICTAG","11","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T6",2013-06-11,1899-12-31 12:20:00,NA,-34.68737,19.39079,"ISLR2","TOWNER","ACOUSTICTAG","11","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T6",2013-06-11,1899-12-31 12:25:00,NA,-34.68167,19.39066,"ISLR2","TOWNER","ACOUSTICTAG","11","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T6",2013-06-11,1899-12-31 12:30:00,NA,-34.68076,19.39053,"ISLR2","TOWNER","ACOUSTICTAG","11","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T6",2013-06-11,1899-12-31 12:35:00,NA,-34.67867,19.39115,"ISLR2","TOWNER","ACOUSTICTAG","11","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T6",2013-06-11,1899-12-31 12:40:00,NA,-34.67767,19.38835,"ISLR1","TOWNER","ACOUSTICTAG","11","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T6",2013-06-11,1899-12-31 12:45:00,NA,-34.67773,19.38928,"ISLR1","TOWNER","ACOUSTICTAG","11","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T6",2013-06-11,1899-12-31 12:50:00,NA,-34.67824,19.38768,"ISLR1","TOWNER","ACOUSTICTAG","11","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T6",2013-06-11,1899-12-31 12:55:00,NA,-34.67745,19.38576,"ISLR1","TOWNER","ACOUSTICTAG","11","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T6",2013-06-11,1899-12-31 13:00:00,NA,-34.67482,19.38577,"ISLR1","TOWNER","ACOUSTICTAG","11","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T6",2013-06-11,1899-12-31 13:05:00,NA,-34.67572,19.38387,"ISLR1","TOWNER","ACOUSTICTAG","11","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T6",2013-06-11,1899-12-31 13:10:00,NA,-34.67599,19.38125,"ISLR1","TOWNER","ACOUSTICTAG","11","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T6",2013-06-11,1899-12-31 13:15:00,NA,-34.67787,19.38278,"ISLR1","TOWNER","ACOUSTICTAG","11","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T6",2013-06-11,1899-12-31 13:30:00,NA,-34.68116,19.37725,"ISLR1","TOWNER","ACOUSTICTAG","11","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T6",2013-06-11,1899-12-31 13:35:00,NA,-34.6798,19.37731,"ISLR1","TOWNER","ACOUSTICTAG","11","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T6",2013-06-11,1899-12-31 13:40:00,NA,-34.67833,19.38126,"ISLR1","TOWNER","ACOUSTICTAG","11","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T6",2013-06-11,1899-12-31 13:45:00,NA,-34.68087,19.3861,"ISLR1","TOWNER","ACOUSTICTAG","11","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T6",2013-06-11,1899-12-31 13:50:00,NA,-34.68122,19.38603,"ISLR1","TOWNER","ACOUSTICTAG","11","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T6",2013-06-11,1899-12-31 13:55:00,NA,-34.67986,19.38838,"ISLR1","TOWNER","ACOUSTICTAG","11","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T6",2013-06-11,1899-12-31 14:00:00,NA,-34.67916,19.38961,"ISLR1","TOWNER","ACOUSTICTAG","11","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T6",2013-06-11,1899-12-31 14:05:00,NA,-34.67892,19.38917,"ISLR1","TOWNER","ACOUSTICTAG","11","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T6",2013-06-11,1899-12-31 14:10:00,NA,-34.67906,19.38838,"ISLR1","TOWNER","ACOUSTICTAG","11","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T6",2013-06-11,1899-12-31 14:15:00,NA,-34.67943,19.38845,"ISLR1","TOWNER","ACOUSTICTAG","11","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T6",2013-06-11,1899-12-31 14:20:00,NA,-34.67728,19.38761,"ISLR1","TOWNER","ACOUSTICTAG","11","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T6",2013-06-11,1899-12-31 14:25:00,NA,-34.6766,19.38899,"ISLR1","TOWNER","ACOUSTICTAG","11","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T6",2013-06-11,1899-12-31 14:30:00,NA,-34.67693,19.38825,"ISLR1","TOWNER","ACOUSTICTAG","11","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T6",2013-06-11,1899-12-31 14:40:00,NA,-34.67888,19.39109,"ISLR1","TOWNER","ACOUSTICTAG","11","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T6",2013-06-11,1899-12-31 14:45:00,NA,-34.67971,19.39164,"ISLR1","TOWNER","ACOUSTICTAG","11","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T6",2013-06-11,1899-12-31 14:50:00,NA,-34.6782,19.39187,"ISLR1","TOWNER","ACOUSTICTAG","11","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T6",2013-06-11,1899-12-31 15:10:00,NA,-34.68328,19.39112,"ISLR1","TOWNER","ACOUSTICTAG","11","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T6",2013-06-11,1899-12-31 15:15:00,NA,-34.68345,19.39052,"ISLR1","TOWNER","ACOUSTICTAG","11","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T6",2013-06-11,1899-12-31 15:20:00,NA,-34.68306,19.39131,"ISLR1","TOWNER","ACOUSTICTAG","11","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T6",2013-06-11,1899-12-31 15:25:00,NA,-34.68288,19.39161,"ISLR1","TOWNER","ACOUSTICTAG","11","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T6",2013-06-11,1899-12-31 15:30:00,NA,-34.68313,19.39123,"ISLR1","TOWNER","ACOUSTICTAG","11","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T6",2013-06-11,1899-12-31 15:35:00,NA,-34.68377,19.39088,"ISLR1","TOWNER","ACOUSTICTAG","11","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T6",2013-06-11,1899-12-31 15:40:00,NA,-34.68368,19.39169,"ISLR1","TOWNER","ACOUSTICTAG","11","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T6",2013-06-11,1899-12-31 15:45:00,NA,-34.68775,19.39149,"ISLR1","TOWNER","ACOUSTICTAG","11","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T6",2013-06-11,1899-12-31 15:50:00,NA,-34.681,19.39098,"ISLR1","TOWNER","ACOUSTICTAG","11","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T6",2013-06-11,1899-12-31 15:55:00,NA,-34.67838,19.38925,"ISLR1","TOWNER","ACOUSTICTAG","11","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T6",2013-06-11,1899-12-31 16:00:00,NA,-34.67975,19.38726,"ISLR1","TOWNER","ACOUSTICTAG","11","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T6",2013-06-11,1899-12-31 16:05:00,NA,-34.68164,19.38864,"ISLR1","TOWNER","ACOUSTICTAG","11","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T6",2013-06-11,1899-12-31 16:10:00,NA,-34.68165,19.39098,"ISLR1","TOWNER","ACOUSTICTAG","11","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T6",2013-06-11,1899-12-31 16:25:00,NA,-34.68458,19.3899,"ISLR1","TOWNER","ACOUSTICTAG","11","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T6",2013-06-11,1899-12-31 16:30:00,NA,-34.68463,19.38971,"ISLR1","TOWNER","ACOUSTICTAG","11","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T6",2013-06-11,1899-12-31 16:35:00,NA,-34.68392,19.38848,"ISLR1","TOWNER","ACOUSTICTAG","11","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T6",2013-06-11,1899-12-31 16:40:00,NA,-34.68341,19.38874,"ISLR1","TOWNER","ACOUSTICTAG","11","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T7",2013-06-12,1899-12-31 08:20:00,NA,-34.68455,19.385,"ISLR1","TOWNER","ACOUSTICTAG","12","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T7",2013-06-12,1899-12-31 09:00:00,NA,-34.67902,19.39137,"ISLR1","TOWNER","ACOUSTICTAG","12","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T7",2013-06-12,1899-12-31 09:10:00,NA,-34.68047,19.38842,"ISLR1","TOWNER","ACOUSTICTAG","12","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T7",2013-06-12,1899-12-31 09:15:00,NA,-34.68055,19.38736,"ISLR1","TOWNER","ACOUSTICTAG","12","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T7",2013-06-12,1899-12-31 09:20:00,NA,-34.67937,19.38745,"ISLR1","TOWNER","ACOUSTICTAG","12","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T7",2013-06-12,1899-12-31 09:25:00,NA,-34.67682,19.38958,"ISLR1","TOWNER","ACOUSTICTAG","12","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T7",2013-06-12,1899-12-31 09:30:00,NA,-34.67732,19.38951,"ISLR1","TOWNER","ACOUSTICTAG","12","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T7",2013-06-12,1899-12-31 09:35:00,NA,-34.67838,19.39002,"ISLR1","TOWNER","ACOUSTICTAG","12","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
"PAUL","WSM5 T8",2013-06-29,1899-12-31 10:30:00,NA,-34.69823,19.40588,"ISLR2","TOWNER","ACOUSTICTAG","29","06","2013","WHITE SHARK","CARCHARODON CARCHARIAS"
